Spec,Disabled,Entry,Parking
COUPE,N,2050,10000
COUPE,N,2060,10000
COUPE,N,2070,10000
COUPE,N,2080,10000
COUPE,N,2090,10000
COUPE,N,2100,10000
COUPE,N,2110,10000
COUPE,N,2120,10000
COUPE,N,2130,10000
COUPE,N,2140,10000
COUPE,N,2150,10000
COUPE,N,2160,10000
COUPE,N,2170,10000
COUPE,N,2180,10000
COUPE,N,2190,10000
COUPE,N,2200,10000
COUPE,N,2210,10000
COUPE,N,2220,10000
COUPE,N,2230,10000
COUPE,N,2240,10000
COUPE,N,2250,10000
COUPE,N,2260,10000
COUPE,N,2270,10000
COUPE,N,2280,10000
COUPE,N,2290,10000
COUPE,N,2300,10000
COUPE,N,2310,10000
COUPE,N,2320,10000
COUPE,N,2330,10000
COUPE,N,2340,10000
COUPE,N,2350,10000
COUPE,N,2360,10000
COUPE,N,2370,10000
COUPE,N,2380,10000
COUPE,N,2390,10000
COUPE,N,2400,10000
COUPE,N,2410,10000
COUPE,N,2420,10000
COUPE,N,2430,10000
COUPE,N,2440,10000
COUPE,N,2450,10000
COUPE,N,2460,10000
COUPE,N,2470,10000
COUPE,N,2480,10000
COUPE,N,2490,10000
COUPE,N,2500,10000
COUPE,N,2510,10000
COUPE,N,2520,10000
COUPE,N,2530,10000
COUPE,N,2540,10000
COUPE,N,2550,10000
COUPE,N,2560,10000
COUPE,N,2570,10000
COUPE,N,2580,10000
COUPE,N,2590,10000
COUPE,N,2600,10000
COUPE,N,2610,10000
COUPE,N,2620,10000
COUPE,N,2630,10000
COUPE,N,2640,10000
COUPE,N,2650,10000
COUPE,N,2660,10000
COUPE,N,2670,10000
COUPE,N,2680,10000
COUPE,N,2690,10000
COUPE,N,2700,10000
COUPE,N,2710,10000
COUPE,N,2720,10000
COUPE,N,2730,10000
COUPE,N,2740,10000
COUPE,N,2750,10000
COUPE,N,2760,10000
COUPE,N,2770,10000
COUPE,N,2780,10000
COUPE,N,2790,10000
COUPE,N,2800,10000
COUPE,N,2810,10000
COUPE,N,2820,10000
COUPE,N,2830,10000
COUPE,N,2840,10000
COUPE,N,2850,10000
COUPE,N,2860,10000
COUPE,N,2870,10000
COUPE,N,2880,10000
