Spec,Disabled,Entry,Parking
COUPE,N,1720,10000
COUPE,N,1730,10000
COUPE,N,1740,10000
COUPE,N,1750,10000
COUPE,N,1760,10000
COUPE,N,1770,10000
COUPE,N,1780,10000
COUPE,N,1790,10000
COUPE,N,1800,10000
COUPE,N,1810,10000
COUPE,N,1820,10000
COUPE,N,1830,10000
COUPE,N,1840,10000
COUPE,N,1850,10000
COUPE,N,1860,10000
COUPE,N,1870,10000
COUPE,N,1880,10000
COUPE,N,1890,10000
COUPE,N,1900,10000
COUPE,N,1910,10000
COUPE,N,1920,10000
COUPE,N,1930,10000
COUPE,N,1940,10000
COUPE,N,1950,10000
COUPE,N,1960,10000
COUPE,N,1970,10000
COUPE,N,1980,10000
COUPE,N,1990,10000
COUPE,N,2000,10000
COUPE,N,2010,10000
COUPE,N,2020,10000
COUPE,N,2030,10000
COUPE,N,2040,10000
COUPE,N,2050,10000
COUPE,N,2060,10000
COUPE,N,2070,10000
COUPE,N,2080,10000
COUPE,N,2090,10000
COUPE,N,2100,10000
COUPE,N,2110,10000
COUPE,N,2120,10000
COUPE,N,2130,10000
COUPE,N,2140,10000
COUPE,N,2150,10000
COUPE,N,2160,10000
COUPE,N,2170,10000
COUPE,N,2180,10000
COUPE,N,2190,10000
COUPE,N,2200,10000
COUPE,N,2210,10000
COUPE,N,2220,10000
COUPE,N,2230,10000
COUPE,N,2240,10000
COUPE,N,2250,10000
COUPE,N,2260,10000
COUPE,N,2270,10000
COUPE,N,2280,10000
COUPE,N,2290,10000
COUPE,N,2300,10000
COUPE,N,2310,10000
COUPE,N,2320,10000
COUPE,N,2330,10000
COUPE,N,2340,10000
COUPE,N,2350,10000
COUPE,N,2360,10000
COUPE,N,2370,10000
COUPE,N,2380,10000
COUPE,N,2390,10000
COUPE,N,2400,10000
COUPE,N,2410,10000
COUPE,N,2420,10000
COUPE,N,2430,10000
COUPE,N,2440,10000
COUPE,N,2450,10000
COUPE,N,2460,10000
COUPE,N,2470,10000
COUPE,N,2480,10000
COUPE,N,2490,10000
COUPE,N,2500,10000
COUPE,N,2510,10000
COUPE,N,2520,10000
COUPE,N,2530,10000
COUPE,N,2540,10000
COUPE,N,2550,10000
COUPE,N,2560,10000
COUPE,N,2570,10000
COUPE,N,2580,10000
COUPE,N,2590,10000
COUPE,N,2600,10000
COUPE,N,2610,10000
COUPE,N,2620,10000
COUPE,N,2630,10000
COUPE,N,2640,10000
COUPE,N,2650,10000
COUPE,N,2660,10000
COUPE,N,2670,10000
COUPE,N,2680,10000
COUPE,N,2690,10000
COUPE,N,2700,10000
COUPE,N,2710,10000
COUPE,N,2720,10000
COUPE,N,2730,10000
COUPE,N,2740,10000
COUPE,N,2750,10000
COUPE,N,2760,10000
COUPE,N,2770,10000
COUPE,N,2780,10000
COUPE,N,2790,10000
COUPE,N,2800,10000
COUPE,N,2810,10000
COUPE,N,2820,10000
COUPE,N,2830,10000
COUPE,N,2840,10000
COUPE,N,2850,10000
COUPE,N,2860,10000
COUPE,N,2870,10000
COUPE,N,2880,10000
COUPE,N,2890,10000
COUPE,N,2900,10000
COUPE,N,2910,10000
COUPE,N,2920,10000
COUPE,N,2930,10000
COUPE,N,2940,10000
COUPE,N,2950,10000
COUPE,N,2960,10000
COUPE,N,2970,10000
COUPE,N,2980,10000
COUPE,N,2990,10000
COUPE,N,3000,10000
COUPE,N,3010,10000
COUPE,N,3020,10000
COUPE,N,3030,10000
COUPE,N,3040,10000
COUPE,N,3050,10000
COUPE,N,3060,10000
COUPE,N,3070,10000
COUPE,N,3080,10000
COUPE,N,3090,10000
COUPE,N,3100,10000
COUPE,N,3110,10000
COUPE,N,3120,10000
COUPE,N,3130,10000
COUPE,N,3140,10000
COUPE,N,3150,10000
COUPE,N,3160,10000
COUPE,N,3170,10000
COUPE,N,3180,10000
COUPE,N,3190,10000
COUPE,N,3200,10000
COUPE,N,3210,10000
COUPE,N,3220,10000
COUPE,N,3230,10000
COUPE,N,3240,10000
COUPE,N,3250,10000
COUPE,N,3260,10000
COUPE,N,3270,10000
COUPE,N,3280,10000
COUPE,N,3290,10000
COUPE,N,3300,10000
COUPE,N,3310,10000
COUPE,N,3320,10000
COUPE,N,3330,10000
COUPE,N,3340,10000
COUPE,N,3350,10000
COUPE,N,3360,10000
COUPE,N,3370,10000
COUPE,N,3380,10000
COUPE,N,3390,10000
COUPE,N,3400,10000
COUPE,N,3410,10000
COUPE,N,3420,10000
COUPE,N,3430,10000
COUPE,N,3440,10000
COUPE,N,3450,10000
COUPE,N,3460,10000
COUPE,N,3470,10000
COUPE,N,3480,10000
COUPE,N,3490,10000
COUPE,N,3500,10000
COUPE,N,3510,10000
COUPE,N,3520,10000
COUPE,N,3530,10000
COUPE,N,3540,10000
COUPE,N,3550,10000
COUPE,N,3560,10000
COUPE,N,3570,10000
COUPE,N,3580,10000
COUPE,N,3590,10000
COUPE,N,3600,10000
COUPE,N,3610,10000
COUPE,N,3620,10000
COUPE,N,3630,10000
COUPE,N,3640,10000
COUPE,N,3650,10000
COUPE,N,3660,10000
COUPE,N,3670,10000
COUPE,N,3680,10000
COUPE,N,3690,10000
COUPE,N,3700,10000
COUPE,N,3710,10000
COUPE,N,3720,10000
COUPE,N,3730,10000
COUPE,N,3740,10000
COUPE,N,3750,10000
COUPE,N,3760,10000
COUPE,N,3770,10000
COUPE,N,3780,10000
COUPE,N,3790,10000
COUPE,N,3800,10000
COUPE,N,3810,10000
COUPE,N,3820,10000
COUPE,N,3830,10000
COUPE,N,3840,10000
COUPE,N,3850,10000
COUPE,N,3860,10000
COUPE,N,3870,10000
COUPE,N,3880,10000
COUPE,N,3890,10000
COUPE,N,3900,10000
COUPE,N,3910,10000
COUPE,N,3920,10000
COUPE,N,3930,10000
COUPE,N,3940,10000
COUPE,N,3950,10000
COUPE,N,3960,10000
COUPE,N,3970,10000
COUPE,N,3980,10000
COUPE,N,3990,10000
COUPE,N,4000,10000
COUPE,N,4010,10000
COUPE,N,4020,10000
COUPE,N,4030,10000
COUPE,N,4040,10000
COUPE,N,4050,10000
COUPE,N,4060,10000
COUPE,N,4070,10000
COUPE,N,4080,10000
COUPE,N,4090,10000
COUPE,N,4100,10000
COUPE,N,4110,10000
COUPE,N,4120,10000
COUPE,N,4130,10000
COUPE,N,4140,10000
COUPE,N,4150,10000
COUPE,N,4160,10000
COUPE,N,4170,10000
COUPE,N,4180,10000
COUPE,N,4190,10000
COUPE,N,4200,10000
COUPE,N,4210,10000
COUPE,N,4220,10000
COUPE,N,4230,10000
COUPE,N,4240,10000
COUPE,N,4250,10000
COUPE,N,4260,10000
COUPE,N,4270,10000
COUPE,N,4280,10000
COUPE,N,4290,10000
COUPE,N,4300,10000
COUPE,N,4310,10000
COUPE,N,4320,10000
COUPE,N,4330,10000
COUPE,N,4340,10000
COUPE,N,4350,10000
COUPE,N,4360,10000
COUPE,N,4370,10000
COUPE,N,4380,10000
COUPE,N,4390,10000
COUPE,N,4400,10000
COUPE,N,4410,10000
COUPE,N,4420,10000
COUPE,N,4430,10000
COUPE,N,4440,10000
COUPE,N,4450,10000
COUPE,N,4460,10000
COUPE,N,4470,10000
COUPE,N,4480,10000
COUPE,N,4490,10000
COUPE,N,4500,10000
COUPE,N,4510,10000
COUPE,N,4520,10000
COUPE,N,4530,10000
COUPE,N,4540,10000
COUPE,N,4550,10000
COUPE,N,4560,10000
COUPE,N,4570,10000
COUPE,N,4580,10000
COUPE,N,4590,10000
COUPE,N,4600,10000
COUPE,N,4610,10000
COUPE,N,4620,10000
COUPE,N,4630,10000
COUPE,N,4640,10000
COUPE,N,4650,10000
COUPE,N,4660,10000
COUPE,N,4670,10000
COUPE,N,4680,10000
COUPE,N,4690,10000
COUPE,N,4700,10000
COUPE,N,4710,10000
COUPE,N,4720,10000
COUPE,N,4730,10000
COUPE,N,4740,10000
COUPE,N,4750,10000
COUPE,N,4760,10000
COUPE,N,4770,10000
COUPE,N,4780,10000
COUPE,N,4790,10000
COUPE,N,4800,10000
COUPE,N,4810,10000
COUPE,N,4820,10000
COUPE,N,4830,10000
COUPE,N,4840,10000
COUPE,N,4850,10000
COUPE,N,4860,10000
COUPE,N,4870,10000
COUPE,N,4880,10000
COUPE,N,4890,10000
COUPE,N,4900,10000
COUPE,N,4910,10000
COUPE,N,4920,10000
COUPE,N,4930,10000
COUPE,N,4940,10000
COUPE,N,4950,10000
COUPE,N,4960,10000
COUPE,N,4970,10000
COUPE,N,4980,10000
COUPE,N,4990,10000
COUPE,N,5000,10000
COUPE,N,5010,10000
COUPE,N,5020,10000
COUPE,N,5030,10000
COUPE,N,5040,10000
COUPE,N,5050,10000
COUPE,N,5060,10000
COUPE,N,5070,10000
COUPE,N,5080,10000
COUPE,N,5090,10000
COUPE,N,5100,10000
COUPE,N,5110,10000
COUPE,N,5120,10000
COUPE,N,5130,10000
COUPE,N,5140,10000
COUPE,N,5150,10000
COUPE,N,5160,10000
COUPE,N,5170,10000
COUPE,N,5180,10000
COUPE,N,5190,10000
COUPE,N,5200,10000
COUPE,N,5210,10000
COUPE,N,5220,10000
COUPE,N,5230,10000
COUPE,N,5240,10000
COUPE,N,5250,10000
COUPE,N,5260,10000
COUPE,N,5270,10000
COUPE,N,5280,10000
COUPE,N,5290,10000
COUPE,N,5300,10000
COUPE,N,5310,10000
COUPE,N,5320,10000
COUPE,N,5330,10000
COUPE,N,5340,10000
COUPE,N,5350,10000
COUPE,N,5360,10000
COUPE,N,5370,10000
COUPE,N,5380,10000
COUPE,N,5390,10000
COUPE,N,5400,10000
COUPE,N,5410,10000
COUPE,N,5420,10000
COUPE,N,5430,10000
COUPE,N,5440,10000
COUPE,N,5450,10000
COUPE,N,5460,10000
COUPE,N,5470,10000
COUPE,N,5480,10000
COUPE,N,5490,10000
COUPE,N,5500,10000
COUPE,N,5510,10000
COUPE,N,5520,10000
COUPE,N,5530,10000
COUPE,N,5540,10000
COUPE,N,5550,10000
COUPE,N,5560,10000
COUPE,N,5570,10000
COUPE,N,5580,10000
COUPE,N,5590,10000
COUPE,N,5600,10000
COUPE,N,5610,10000
COUPE,N,5620,10000
COUPE,N,5630,10000
COUPE,N,5640,10000
COUPE,N,5650,10000
COUPE,N,5660,10000
COUPE,N,5670,10000
COUPE,N,5680,10000
COUPE,N,5690,10000
COUPE,N,5700,10000
COUPE,N,5710,10000
COUPE,N,5720,10000
COUPE,N,5730,10000
COUPE,N,5740,10000
COUPE,N,5750,10000
COUPE,N,5760,10000
COUPE,N,5770,10000
COUPE,N,5780,10000
COUPE,N,5790,10000
COUPE,N,5800,10000
COUPE,N,5810,10000
COUPE,N,5820,10000
COUPE,N,5830,10000
COUPE,N,5840,10000
COUPE,N,5850,10000
COUPE,N,5860,10000
COUPE,N,5870,10000
COUPE,N,5880,10000
COUPE,N,5890,10000
COUPE,N,5900,10000
COUPE,N,5910,10000
COUPE,N,5920,10000
COUPE,N,5930,10000
COUPE,N,5940,10000
COUPE,N,5950,10000
COUPE,N,5960,10000
COUPE,N,5970,10000
COUPE,N,5980,10000
COUPE,N,5990,10000
COUPE,N,6000,10000
COUPE,N,6010,10000
COUPE,N,6020,10000
COUPE,N,6030,10000
COUPE,N,6040,10000
COUPE,N,6050,10000
COUPE,N,6060,10000
COUPE,N,6070,10000
COUPE,N,6080,10000
COUPE,N,6090,10000
COUPE,N,6100,10000
COUPE,N,6110,10000
COUPE,N,6120,10000
COUPE,N,6130,10000
COUPE,N,6140,10000
COUPE,N,6150,10000
COUPE,N,6160,10000
COUPE,N,6170,10000
COUPE,N,6180,10000
COUPE,N,6190,10000
COUPE,N,6200,10000
COUPE,N,6210,10000
COUPE,N,6220,10000
COUPE,N,6230,10000
COUPE,N,6240,10000
COUPE,N,6250,10000
COUPE,N,6260,10000
COUPE,N,6270,10000
COUPE,N,6280,10000
COUPE,N,6290,10000
COUPE,N,6300,10000
COUPE,N,6310,10000
COUPE,N,6320,10000
COUPE,N,6330,10000
COUPE,N,6340,10000
COUPE,N,6350,10000
COUPE,N,6360,10000
COUPE,N,6370,10000
COUPE,N,6380,10000
COUPE,N,6390,10000
COUPE,N,6400,10000
COUPE,N,6410,10000
COUPE,N,6420,10000
COUPE,N,6430,10000
COUPE,N,6440,10000
COUPE,N,6450,10000
COUPE,N,6460,10000
COUPE,N,6470,10000
COUPE,N,6480,10000
COUPE,N,6490,10000
COUPE,N,6500,10000
COUPE,N,6510,10000
COUPE,N,6520,10000
COUPE,N,6530,10000
COUPE,N,6540,10000
COUPE,N,6550,10000
COUPE,N,6560,10000
COUPE,N,6570,10000
COUPE,N,6580,10000
COUPE,N,6590,10000
COUPE,N,6600,10000
COUPE,N,6610,10000
COUPE,N,6620,10000
COUPE,N,6630,10000
COUPE,N,6640,10000
COUPE,N,6650,10000
COUPE,N,6660,10000
COUPE,N,6670,10000
COUPE,N,6680,10000
COUPE,N,6690,10000
COUPE,N,6700,10000
COUPE,N,6710,10000
COUPE,N,6720,10000
COUPE,N,6730,10000
COUPE,N,6740,10000
COUPE,N,6750,10000
COUPE,N,6760,10000
COUPE,N,6770,10000
COUPE,N,6780,10000
COUPE,N,6790,10000
COUPE,N,6800,10000
COUPE,N,6810,10000
COUPE,N,6820,10000
COUPE,N,6830,10000
COUPE,N,6840,10000
COUPE,N,6850,10000
COUPE,N,6860,10000
COUPE,N,6870,10000
COUPE,N,6880,10000
COUPE,N,6890,10000
COUPE,N,6900,10000
COUPE,N,6910,10000
COUPE,N,6920,10000
COUPE,N,6930,10000
COUPE,N,6940,10000
COUPE,N,6950,10000
COUPE,N,6960,10000
COUPE,N,6970,10000
COUPE,N,6980,10000
COUPE,N,6990,10000
COUPE,N,7000,10000
COUPE,N,7010,10000
COUPE,N,7020,10000
COUPE,N,7030,10000
COUPE,N,7040,10000
COUPE,N,7050,10000
COUPE,N,7060,10000
COUPE,N,7070,10000
COUPE,N,7080,10000
COUPE,N,7090,10000
COUPE,N,7100,10000
COUPE,N,7110,10000
COUPE,N,7120,10000
COUPE,N,7130,10000
COUPE,N,7140,10000
COUPE,N,7150,10000
COUPE,N,7160,10000
COUPE,N,7170,10000
COUPE,N,7180,10000
COUPE,N,7190,10000
COUPE,N,7200,10000
COUPE,N,7210,10000
COUPE,N,7220,10000
COUPE,N,7230,10000
COUPE,N,7240,10000
COUPE,N,7250,10000
COUPE,N,7260,10000
COUPE,N,7270,10000
COUPE,N,7280,10000
COUPE,N,7290,10000
COUPE,N,7300,10000
COUPE,N,7310,10000
COUPE,N,7320,10000
COUPE,N,7330,10000
COUPE,N,7340,10000
COUPE,N,7350,10000
COUPE,N,7360,10000
COUPE,N,7370,10000
COUPE,N,7380,10000
COUPE,N,7390,10000
COUPE,N,7400,10000
COUPE,N,7410,10000
COUPE,N,7420,10000
COUPE,N,7430,10000
COUPE,N,7440,10000
COUPE,N,7450,10000
COUPE,N,7460,10000
COUPE,N,7470,10000
COUPE,N,7480,10000
COUPE,N,7490,10000
COUPE,N,7500,10000
COUPE,N,7510,10000
COUPE,N,7520,10000
COUPE,N,7530,10000
COUPE,N,7540,10000
COUPE,N,7550,10000
COUPE,N,7560,10000
COUPE,N,7570,10000
COUPE,N,7580,10000
COUPE,N,7590,10000
COUPE,N,7600,10000
COUPE,N,7610,10000
COUPE,N,7620,10000
COUPE,N,7630,10000
COUPE,N,7640,10000
COUPE,N,7650,10000
COUPE,N,7660,10000
COUPE,N,7670,10000
COUPE,N,7680,10000
COUPE,N,7690,10000
COUPE,N,7700,10000
COUPE,N,7710,10000
COUPE,N,7720,10000
COUPE,N,7730,10000
COUPE,N,7740,10000
COUPE,N,7750,10000
COUPE,N,7760,10000
COUPE,N,7770,10000
COUPE,N,7780,10000
COUPE,N,7790,10000
COUPE,N,7800,10000
COUPE,N,7810,10000
COUPE,N,7820,10000
COUPE,N,7830,10000
COUPE,N,7840,10000
COUPE,N,7850,10000
COUPE,N,7860,10000
COUPE,N,7870,10000
COUPE,N,7880,10000
COUPE,N,7890,10000
COUPE,N,7900,10000
COUPE,N,7910,10000
COUPE,N,7920,10000
COUPE,N,7930,10000
COUPE,N,7940,10000
COUPE,N,7950,10000
COUPE,N,7960,10000
COUPE,N,7970,10000
COUPE,N,7980,10000
COUPE,N,7990,10000
COUPE,N,8000,10000
COUPE,N,8010,10000
COUPE,N,8020,10000
COUPE,N,8030,10000
COUPE,N,8040,10000
COUPE,N,8050,10000
COUPE,N,8060,10000
COUPE,N,8070,10000
COUPE,N,8080,10000
COUPE,N,8090,10000
COUPE,N,8100,10000
COUPE,N,8110,10000
COUPE,N,8120,10000
COUPE,N,8130,10000
COUPE,N,8140,10000
COUPE,N,8150,10000
COUPE,N,8160,10000
COUPE,N,8170,10000
COUPE,N,8180,10000
COUPE,N,8190,10000
COUPE,N,8200,10000
COUPE,N,8210,10000
COUPE,N,8220,10000
COUPE,N,8230,10000
COUPE,N,8240,10000
COUPE,N,8250,10000
COUPE,N,8260,10000
COUPE,N,8270,10000
COUPE,N,8280,10000
COUPE,N,8290,10000
COUPE,N,8300,10000
COUPE,N,8310,10000
COUPE,N,8320,10000
COUPE,N,8330,10000
COUPE,N,8340,10000
COUPE,N,8350,10000
COUPE,N,8360,10000
COUPE,N,8370,10000
COUPE,N,8380,10000
COUPE,N,8390,10000
COUPE,N,8400,10000
COUPE,N,8410,10000
COUPE,N,8420,10000
COUPE,N,8430,10000
COUPE,N,8440,10000
COUPE,N,8450,10000
COUPE,N,8460,10000
COUPE,N,8470,10000
COUPE,N,8480,10000
COUPE,N,8490,10000
COUPE,N,8500,10000
COUPE,N,8510,10000
COUPE,N,8520,10000
COUPE,N,8530,10000
COUPE,N,8540,10000
COUPE,N,8550,10000
COUPE,N,8560,10000
COUPE,N,8570,10000
COUPE,N,8580,10000
COUPE,N,8590,10000
COUPE,N,8600,10000
COUPE,N,8610,10000
COUPE,N,8620,10000
COUPE,N,8630,10000
COUPE,N,8640,10000
COUPE,N,8650,10000
COUPE,N,8660,10000
COUPE,N,8670,10000
COUPE,N,8680,10000
COUPE,N,8690,10000
COUPE,N,8700,10000
COUPE,N,8710,10000
COUPE,N,8720,10000
COUPE,N,8730,10000
COUPE,N,8740,10000
COUPE,N,8750,10000
COUPE,N,8760,10000
COUPE,N,8770,10000
COUPE,N,8780,10000
COUPE,N,8790,10000
COUPE,N,8800,10000
COUPE,N,8810,10000
COUPE,N,8820,10000
COUPE,N,8830,10000
COUPE,N,8840,10000
COUPE,N,8850,10000
COUPE,N,8860,10000
COUPE,N,8870,10000
COUPE,N,8880,10000
COUPE,N,8890,10000
COUPE,N,8900,10000
COUPE,N,8910,10000
COUPE,N,8920,10000
COUPE,N,8930,10000
COUPE,N,8940,10000
COUPE,N,8950,10000
COUPE,N,8960,10000
COUPE,N,8970,10000
COUPE,N,8980,10000
COUPE,N,8990,10000
COUPE,N,9000,10000
COUPE,N,9010,10000
COUPE,N,9020,10000
COUPE,N,9030,10000
COUPE,N,9040,10000
COUPE,N,9050,10000
COUPE,N,9060,10000
COUPE,N,9070,10000
COUPE,N,9080,10000
COUPE,N,9090,10000
COUPE,N,9100,10000
COUPE,N,9110,10000
COUPE,N,9120,10000
COUPE,N,9130,10000
COUPE,N,9140,10000
COUPE,N,9150,10000
COUPE,N,9160,10000
COUPE,N,9170,10000
COUPE,N,9180,10000
COUPE,N,9190,10000
COUPE,N,9200,10000
COUPE,N,9210,10000
COUPE,N,9220,10000
COUPE,N,9230,10000
COUPE,N,9240,10000
COUPE,N,9250,10000
COUPE,N,9260,10000
COUPE,N,9270,10000
COUPE,N,9280,10000
COUPE,N,9290,10000
COUPE,N,9300,10000
COUPE,N,9310,10000
COUPE,N,9320,10000
COUPE,N,9330,10000
COUPE,N,9340,10000
COUPE,N,9350,10000
COUPE,N,9360,10000
COUPE,N,9370,10000
COUPE,N,9380,10000
COUPE,N,9390,10000
COUPE,N,9400,10000
COUPE,N,9410,10000
COUPE,N,9420,10000
COUPE,N,9430,10000
COUPE,N,9440,10000
COUPE,N,9450,10000
COUPE,N,9460,10000
COUPE,N,9470,10000
COUPE,N,9480,10000
COUPE,N,9490,10000
COUPE,N,9500,10000
COUPE,N,9510,10000
COUPE,N,9520,10000
COUPE,N,9530,10000
COUPE,N,9540,10000
COUPE,N,9550,10000
COUPE,N,9560,10000
COUPE,N,9570,10000
COUPE,N,9580,10000
COUPE,N,9590,10000
COUPE,N,9600,10000
COUPE,N,9610,10000
COUPE,N,9620,10000
COUPE,N,9630,10000
COUPE,N,9640,10000
COUPE,N,9650,10000
COUPE,N,9660,10000
COUPE,N,9670,10000
COUPE,N,9680,10000
COUPE,N,9690,10000
COUPE,N,9700,10000
COUPE,N,9710,10000
COUPE,N,9720,10000
COUPE,N,9730,10000
COUPE,N,9740,10000
COUPE,N,9750,10000
COUPE,N,9760,10000
COUPE,N,9770,10000
COUPE,N,9780,10000
COUPE,N,9790,10000
COUPE,N,9800,10000
COUPE,N,9810,10000
COUPE,N,9820,10000
COUPE,N,9830,10000
COUPE,N,9840,10000
COUPE,N,9850,10000
COUPE,N,9860,10000
COUPE,N,9870,10000
COUPE,N,9880,10000
COUPE,N,9890,10000
COUPE,N,9900,10000
COUPE,N,9910,10000
COUPE,N,9920,10000
COUPE,N,9930,10000
COUPE,N,9940,10000
COUPE,N,9950,10000
COUPE,N,9960,10000
COUPE,N,9970,10000
COUPE,N,9980,10000
COUPE,N,9990,10000
COUPE,N,10000,10000
